DokID,KdIDDokumendiLiik,DokNumber,DokSeeria,DokValjaantudKpv,DokKehtivKuniKpv,DokKehtetuAlatesKpv,AsIDValjaandjaAsutus,KaIDKanne,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,KdIDDokumendiStaatus,DokIDVanem,DokKehtivAlates,KdIDRiik,DokAsutuseTekst,AsIDHaldaja,DokMarkus,DokValjastajaIsikukood,DokValjastajaNimi,MKaID,DokSkaneeritud,AsIDAsutusTellija,LRProtseduurKirjeldus,DokSalastatud,KdIDDokAlguseAlus,AsID
16152,564,KODAKONDSUS-0003053,S-845,1990-01-08 00:00:00.000000,,,44,,280.0,1979-04-02,174.0,1994-04-16 00:00:00.000000,,549,,2024-10-18 19:46:15.045953,,,16,,,,,,,,,,31
16153,564,KODAKONDSUS-0003054,S-470,2015-02-09 19:46:15.045953,,,33,,208.0,1998-06-22,268.0,2008-02-21 00:00:00.000000,,549,,2015-02-09 19:46:15.045953,,,16,,,,,,,,,,2
16154,564,KODAKONDSUS-0003055,S-309,1975-12-15 00:00:00.000000,,,20,,98.0,1962-03-07,203.0,2019-01-09 00:00:00.000000,,549,,1975-12-15 00:00:00.000000,,,44,,,,,,,,,,22
16155,564,KODAKONDSUS-0003056,S-829,1967-07-23 00:00:00.000000,2014-09-04 00:00:00,2018-09-06 00:00:00,20,,218.0,1963-04-28,48.0,2018-09-06 00:00:00.000000,,550,,1967-07-23 00:00:00.000000,,,25,,,,,,,,,,13
16156,564,KODAKONDSUS-0003057,S-611,2015-07-26 00:00:00.000000,,,42,,78.0,1988-12-28,151.0,2019-01-14 00:00:00.000000,,549,,2015-07-26 00:00:00.000000,,,47,,,,,,,,,,43
16157,564,KODAKONDSUS-0003058,S-281,1972-12-22 00:00:00.000000,,,13,,44.0,1961-01-09,128.0,1975-05-14 00:00:00.000000,,549,,1972-12-22 00:00:00.000000,,,7,,,,,,,,,,46
16158,564,KODAKONDSUS-0003059,S-218,1959-07-06 00:00:00.000000,1996-04-27 00:00:00,1996-04-27 00:00:00,2,,47.0,1958-11-23,258.0,1996-04-27 00:00:00.000000,,550,,1959-07-06 00:00:00.000000,,,14,,,,,,,,,,31
16159,564,KODAKONDSUS-0003060,S-676,2024-12-22 19:46:15.045953,2025-04-21 19:46:15.045953,2025-04-21 19:46:15.045953,14,,7.0,2015-09-05,87.0,2025-04-21 19:46:15.045953,,550,,2024-12-22 19:46:15.045953,,,47,,,,,,,,,,42
16160,564,KODAKONDSUS-0003061,S-358,2021-07-13 00:00:00.000000,,,38,,31.0,2006-07-16,129.0,2020-10-30 00:00:00.000000,,549,,2021-07-13 00:00:00.000000,,,9,,,,,,,,,,3
16161,564,KODAKONDSUS-0003062,S-345,2010-10-01 00:00:00.000000,,,47,,342.0,2006-04-08,52.0,2016-09-21 00:00:00.000000,,549,,2013-04-02 00:00:00.000000,,,16,,,,,,,,,,2
16162,564,KODAKONDSUS-0003063,S-643,2003-09-02 00:00:00.000000,2021-12-16 00:00:00,2021-12-16 00:00:00,24,,237.0,1991-08-29,198.0,2021-12-16 00:00:00.000000,,550,,2003-09-02 00:00:00.000000,,,28,,,,,,,,,,13
16163,564,KODAKONDSUS-0003064,S-698,1994-01-03 00:00:00.000000,,,10,,220.0,1978-02-23,12.0,2024-10-07 00:00:00.000000,,549,,1994-01-03 00:00:00.000000,,,43,,,,,,,,,,24
16164,564,KODAKONDSUS-0003065,S-159,1961-07-15 00:00:00.000000,,,41,,166.0,1955-08-07,176.0,1998-05-27 00:00:00.000000,,549,,1961-07-15 00:00:00.000000,,,8,,,,,,,,,,34
16165,564,KODAKONDSUS-0003066,S-386,1997-08-24 00:00:00.000000,2002-11-11 00:00:00,2002-11-11 00:00:00,6,,257.0,1960-03-23,186.0,2002-11-11 00:00:00.000000,,550,,1997-08-24 00:00:00.000000,,,9,,,,,,,,,,30
16166,564,KODAKONDSUS-0003067,S-835,1989-06-18 00:00:00.000000,,,22,,19.0,1970-10-14,136.0,2009-12-23 00:00:00.000000,,549,,1989-06-18 00:00:00.000000,,,19,,,,,,,,,,22
16167,564,KODAKONDSUS-0003068,S-678,1958-07-23 00:00:00.000000,2003-09-02 00:00:00,2003-09-02 00:00:00,43,,90.0,1956-02-13,24.0,2003-09-02 00:00:00.000000,,550,,1958-07-23 00:00:00.000000,,,26,,,,,,,,,,19
16168,564,KODAKONDSUS-0003069,S-664,1977-11-27 00:00:00.000000,,,8,,104.0,1955-09-09,60.0,1998-05-11 00:00:00.000000,,549,,1977-11-27 00:00:00.000000,,,25,,,,,,,,,,42
16169,564,KODAKONDSUS-0003070,S-157,2021-06-15 00:00:00.000000,2025-02-22 00:00:00,2025-02-22 00:00:00,43,,28.0,1951-09-29,212.0,2025-02-22 00:00:00.000000,,550,,2021-06-15 00:00:00.000000,,,50,,,,,,,,,,13
16170,564,KODAKONDSUS-0003071,S-878,2024-06-27 00:00:00.000000,,,18,,107.0,1980-12-20,317.0,1995-12-24 00:00:00.000000,,549,,2022-03-05 00:00:00.000000,,,14,,,,,,,,,,1
16171,564,KODAKONDSUS-0003072,S-660,1978-04-24 00:00:00.000000,2008-09-08 00:00:00,2008-09-08 00:00:00,41,,337.0,1972-04-17,32.0,2008-09-08 00:00:00.000000,,550,,1978-04-24 00:00:00.000000,,,3,,,,,,,,,,3
16172,564,KODAKONDSUS-0003073,S-785,1981-05-28 00:00:00.000000,,,8,,302.0,1974-06-14,126.0,1974-08-30 00:00:00.000000,,549,,1981-05-28 00:00:00.000000,,,42,,,,,,,,,,42
16173,564,KODAKONDSUS-0003074,S-420,2000-12-22 00:00:00.000000,2018-07-06 00:00:00,2018-07-06 00:00:00,5,,222.0,1981-08-28,82.0,1999-12-05 00:00:00.000000,1999-12-05,550,,2000-12-22 00:00:00.000000,,,48,,,,,,,,,,39
16174,564,KODAKONDSUS-0003075,S-604,2001-06-19 00:00:00.000000,,,41,,127.0,1951-08-08,126.0,1977-06-12 00:00:00.000000,,549,,2001-06-19 00:00:00.000000,,,36,,,,,,,,,,18
16175,564,KODAKONDSUS-0003076,S-923,2013-02-16 00:00:00.000000,2013-08-10 00:00:00,2013-08-10 00:00:00,11,,172.0,1973-09-28,36.0,2013-08-10 00:00:00.000000,,550,,2013-02-16 00:00:00.000000,,,18,,,,,,,,,,1
16176,564,KODAKONDSUS-0003077,S-457,2007-11-09 00:00:00.000000,,,5,,162.0,1976-12-23,37.0,2024-07-15 00:00:00.000000,,549,,2007-11-09 00:00:00.000000,,,8,,,,,,,,,,24
16177,564,KODAKONDSUS-0003078,S-132,1965-04-01 00:00:00.000000,,,42,,185.0,1964-07-23,153.0,1971-02-20 00:00:00.000000,,549,,1965-04-01 00:00:00.000000,,,37,,,,,,,,,,22
16178,564,KODAKONDSUS-0003079,S-502,1987-10-09 00:00:00.000000,,,41,,240.0,1965-09-02,253.0,1986-04-06 00:00:00.000000,,549,,1987-10-09 00:00:00.000000,,,8,,,,,,,,,,6
16179,564,KODAKONDSUS-0003080,S-105,2005-03-05 00:00:00.000000,,,28,,176.0,1990-12-23,59.0,2003-01-30 00:00:00.000000,,549,,2005-03-05 00:00:00.000000,,,26,,,,,,,,,,20
16180,564,KODAKONDSUS-0003081,S-532,1978-06-26 00:00:00.000000,,,8,,117.0,1969-06-23,178.0,2009-06-30 00:00:00.000000,,549,,2016-06-03 00:00:00.000000,,,50,,,,,,,,,,38
16181,564,KODAKONDSUS-0003082,S-804,2022-11-17 00:00:00.000000,2023-06-22 00:00:00,2023-06-22 00:00:00,22,,99.0,2010-05-18,145.0,2023-06-22 00:00:00.000000,,550,,2021-03-18 00:00:00.000000,,,43,,,,,,,,,,8
16182,564,KODAKONDSUS-0003083,S-374,1986-02-04 00:00:00.000000,,,40,,16.0,1971-10-21,335.0,1976-07-06 00:00:00.000000,,549,,1986-02-04 00:00:00.000000,,,47,,,,,,,,,,36
16183,564,KODAKONDSUS-0003084,S-383,2014-04-21 19:46:15.045953,2023-10-04 19:46:15.045953,2023-10-04 19:46:15.045953,24,,144.0,1966-04-22,293.0,2023-10-04 19:46:15.045953,,550,,2014-04-21 19:46:15.045953,,,19,,,,,,,,,,22
16184,564,KODAKONDSUS-0003085,S-943,2023-02-27 00:00:00.000000,,,9,,192.0,2018-10-02,180.0,2021-06-15 00:00:00.000000,,549,,2025-02-27 00:00:00.000000,,,14,,,,,,,,,,2
16185,564,KODAKONDSUS-0003086,S-365,2024-04-13 19:46:15.045953,,,32,,11.0,1950-10-24,342.0,1967-05-15 00:00:00.000000,,549,,2024-04-13 19:46:15.045953,,,25,,,,,,,,,,10
16186,564,KODAKONDSUS-0003087,S-370,2020-04-19 00:00:00.000000,2021-01-12 00:00:00,2021-01-12 00:00:00,22,,322.0,2000-01-04,99.0,2021-01-12 00:00:00.000000,,550,,2020-04-19 00:00:00.000000,,,22,,,,,,,,,,1
16187,564,KODAKONDSUS-0003088,S-796,2018-03-21 19:46:15.045953,,,36,,234.0,1992-06-01,109.0,2012-11-01 00:00:00.000000,,549,,2018-03-21 19:46:15.045953,,,39,,,,,,,,,,1
16188,564,KODAKONDSUS-0003089,S-728,1979-05-13 00:00:00.000000,,,32,,104.0,1951-11-30,242.0,1970-03-04 00:00:00.000000,,549,,1979-05-13 00:00:00.000000,,,25,,,,,,,,,,42
16189,564,KODAKONDSUS-0003090,S-239,2015-12-08 00:00:00.000000,2017-02-01 00:00:00,2017-02-01 00:00:00,14,,217.0,1995-11-24,16.0,2017-02-01 00:00:00.000000,,550,,2015-12-08 00:00:00.000000,,,36,,,,,,,,,,19
16190,564,KODAKONDSUS-0003091,S-720,2025-03-10 19:46:15.045953,,,41,,71.0,1963-02-14,96.0,1970-02-09 00:00:00.000000,,549,,2025-03-10 19:46:15.045953,,,28,,,,,,,,,,13
16191,564,KODAKONDSUS-0003092,S-166,1987-07-17 00:00:00.000000,2014-10-12 00:00:00,2014-10-12 00:00:00,23,,325.0,1968-08-15,344.0,2014-10-12 00:00:00.000000,,550,,1987-07-17 00:00:00.000000,,,24,,,,,,,,,,33
16192,564,KODAKONDSUS-0003093,S-230,1982-02-17 00:00:00.000000,,,5,,219.0,1958-01-31,185.0,1959-12-29 00:00:00.000000,,549,,1982-02-17 00:00:00.000000,,,19,,,,,,,,,,21
16193,564,KODAKONDSUS-0003094,S-458,2006-06-14 00:00:00.000000,2015-10-18 00:00:00,2015-10-18 00:00:00,44,,196.0,1990-02-21,290.0,2015-10-18 00:00:00.000000,,550,,2006-06-14 00:00:00.000000,,,36,,,,,,,,,,28
16194,564,KODAKONDSUS-0003095,S-654,2024-07-20 19:46:15.045953,,,46,,297.0,1956-01-16,240.0,2010-03-29 00:00:00.000000,,549,,2024-07-20 19:46:15.045953,,,29,,,,,,,,,,20
16195,564,KODAKONDSUS-0003096,S-484,1999-01-11 19:46:15.045953,,,34,,44.0,1967-01-15,183.0,1996-09-02 00:00:00.000000,,549,,1999-01-11 19:46:15.045953,,,29,,,,,,,,,,46
16196,564,KODAKONDSUS-0003097,S-812,1962-04-02 00:00:00.000000,,,1,,181.0,1960-02-24,220.0,2007-03-16 00:00:00.000000,,549,,1962-04-02 00:00:00.000000,,,48,,,,,,,,,,28
16197,564,KODAKONDSUS-0003098,S-244,2009-03-05 19:46:15.045953,2013-09-16 19:46:15.045953,2013-09-16 19:46:15.045953,5,,183.0,1999-06-02,159.0,2013-09-16 19:46:15.045953,,550,,2009-03-05 19:46:15.045953,,,7,,,,,,,,,,11
16198,564,KODAKONDSUS-0003099,S-959,2024-03-27 19:46:15.045953,,,20,,110.0,2007-09-29,160.0,2009-10-26 00:00:00.000000,,549,,2024-03-27 19:46:15.045953,,,18,,,,,,,,,,29
16199,564,KODAKONDSUS-0003100,S-140,1979-02-04 00:00:00.000000,2014-11-23 00:00:00,2014-11-23 00:00:00,35,,185.0,1959-12-29,108.0,2014-11-23 00:00:00.000000,,550,,1979-02-04 00:00:00.000000,,,14,,,,,,,,,,22
16200,564,KODAKONDSUS-0003101,S-298,2025-02-22 19:46:15.045953,,,21,,239.0,1951-07-14,87.0,1961-08-15 00:00:00.000000,,549,,2025-02-22 19:46:15.045953,,,37,,,,,,,,,,7
16201,564,KODAKONDSUS-0003102,S-615,2014-06-15 00:00:00.000000,,,32,,30.0,1983-05-24,230.0,2023-03-18 00:00:00.000000,,549,,2014-06-15 00:00:00.000000,,,6,,,,,,,,,,19
16202,564,KODAKONDSUS-0003103,S-525,1980-07-07 00:00:00.000000,,,16,,252.0,1968-02-08,126.0,2003-02-10 00:00:00.000000,,549,,1980-07-07 00:00:00.000000,,,5,,,,,,,,,,12
16203,564,KODAKONDSUS-0003104,S-126,1979-01-17 00:00:00.000000,2020-05-18 00:00:00,2020-05-18 00:00:00,36,,233.0,1968-08-08,28.0,2020-05-18 00:00:00.000000,,550,,1979-01-17 00:00:00.000000,,,37,,,,,,,,,,34
16204,564,KODAKONDSUS-0003105,S-733,2011-08-02 00:00:00.000000,,,21,,181.0,1959-07-22,190.0,1962-12-17 00:00:00.000000,,549,,2011-08-02 00:00:00.000000,,,30,,,,,,,,,,28
16205,564,KODAKONDSUS-0003106,S-285,1971-05-01 00:00:00.000000,,,39,,54.0,1958-06-30,164.0,2014-01-16 00:00:00.000000,,549,,1971-05-01 00:00:00.000000,,,21,,,,,,,,,,35
16206,564,KODAKONDSUS-0003107,S-930,1963-06-20 00:00:00.000000,,,31,,144.0,1963-03-02,277.0,1986-01-30 00:00:00.000000,,549,,1963-06-20 00:00:00.000000,,,47,,,,,,,,,,22
16207,564,KODAKONDSUS-0003108,S-183,1991-11-18 00:00:00.000000,2009-02-07 00:00:00,2009-02-07 00:00:00,20,,121.0,1983-09-20,79.0,2009-02-07 00:00:00.000000,,550,,1991-11-18 00:00:00.000000,,,26,,,,,,,,,,46
16208,564,KODAKONDSUS-0003109,S-113,2018-07-26 19:46:15.045953,2020-01-20 19:46:15.045953,2020-01-20 19:46:15.045953,26,,161.0,2014-06-22,197.0,2020-01-20 19:46:15.045953,,550,,2018-07-26 19:46:15.045953,,,1,,,,,,,,,,13
16209,564,KODAKONDSUS-0003110,S-661,1988-12-09 00:00:00.000000,,,50,,340.0,1984-01-04,311.0,1999-09-14 00:00:00.000000,,549,,1988-12-09 00:00:00.000000,,,3,,,,,,,,,,37
16210,564,KODAKONDSUS-0003111,S-749,2021-09-05 19:46:15.045953,,,2,,33.0,1954-02-27,264.0,1958-10-05 00:00:00.000000,,549,,2021-09-05 19:46:15.045953,,,49,,,,,,,,,,44
16211,564,KODAKONDSUS-0003112,S-203,1983-05-07 00:00:00.000000,,,20,,220.0,1953-10-01,234.0,1975-11-14 00:00:00.000000,,549,,1957-07-05 00:00:00.000000,,,48,,,,,,,,,,24
16212,564,KODAKONDSUS-0003113,S-901,1957-11-10 00:00:00.000000,,,15,,50.0,1951-07-03,65.0,2015-09-27 00:00:00.000000,,549,,1957-11-10 00:00:00.000000,,,17,,,,,,,,,,47
16213,564,KODAKONDSUS-0003114,S-244,1959-01-04 00:00:00.000000,2008-01-03 00:00:00,2008-01-03 00:00:00,33,,278.0,1952-01-01,53.0,2008-01-03 00:00:00.000000,,550,,1959-01-04 00:00:00.000000,,,10,,,,,,,,,,34
16214,564,KODAKONDSUS-0003115,S-721,2019-02-14 00:00:00.000000,,,7,,106.0,1967-07-01,109.0,1981-10-02 00:00:00.000000,,549,,2012-02-13 00:00:00.000000,,,28,,,,,,,,,,50
16215,564,KODAKONDSUS-0003116,S-332,1956-12-29 00:00:00.000000,,,42,,16.0,1955-04-06,45.0,2024-06-06 00:00:00.000000,,549,,1956-12-29 00:00:00.000000,,,24,,,,,,,,,,36
16216,564,KODAKONDSUS-0003117,S-454,2002-06-11 00:00:00.000000,,,44,,22.0,1980-09-02,126.0,2013-05-30 00:00:00.000000,,549,,2002-02-09 19:46:15.045953,,,47,,,,,,,,,,29
16217,564,KODAKONDSUS-0003118,S-125,2016-12-03 00:00:00.000000,,,47,,325.0,1983-01-20,59.0,2001-03-21 00:00:00.000000,,549,,1989-03-15 00:00:00.000000,,,12,,,,,,,,,,33
16218,564,KODAKONDSUS-0003119,S-335,1992-01-28 00:00:00.000000,2018-05-04 00:00:00,2018-05-04 00:00:00,3,,238.0,1983-10-22,84.0,2018-05-04 00:00:00.000000,,550,,2013-10-26 00:00:00.000000,,,14,,,,,,,,,,22
16219,564,KODAKONDSUS-0003120,S-404,2024-10-04 00:00:00.000000,2024-11-04 00:00:00,2024-11-04 00:00:00,50,,55.0,1959-04-07,52.0,2024-11-04 00:00:00.000000,,550,,2024-10-04 00:00:00.000000,,,49,,,,,,,,,,35
16220,564,KODAKONDSUS-0003121,S-313,1992-01-20 19:46:15.045953,,,16,,44.0,1960-03-27,235.0,1994-02-10 00:00:00.000000,,549,,1992-01-20 19:46:15.045953,,,37,,,,,,,,,,46
16221,564,KODAKONDSUS-0003122,S-709,2012-01-30 00:00:00.000000,2022-01-17 00:00:00,2022-01-17 00:00:00,31,,134.0,1974-01-29,198.0,2022-01-17 00:00:00.000000,,550,,2012-01-30 00:00:00.000000,,,14,,,,,,,,,,8
16222,564,KODAKONDSUS-0003123,S-923,1980-11-27 00:00:00.000000,,,30,,327.0,1977-10-02,42.0,2017-10-02 00:00:00.000000,,549,,1980-11-27 00:00:00.000000,,,48,,,,,,,,,,15
16223,564,KODAKONDSUS-0003124,S-930,1954-03-31 00:00:00.000000,1970-03-28 00:00:00,1970-03-28 00:00:00,30,,134.0,1950-09-25,308.0,1970-03-28 00:00:00.000000,,550,,1954-03-31 00:00:00.000000,,,9,,,,,,,,,,8
16224,564,KODAKONDSUS-0003125,S-946,2015-09-25 00:00:00.000000,,,26,,253.0,1954-02-09,54.0,2018-03-31 00:00:00.000000,,549,,1990-05-19 00:00:00.000000,,,46,,,,,,,,,,3
16225,564,KODAKONDSUS-0003126,S-423,1969-06-27 00:00:00.000000,,,7,,50.0,1964-11-06,161.0,1965-05-08 00:00:00.000000,,549,,1969-06-27 00:00:00.000000,,,38,,,,,,,,,,47
16226,564,KODAKONDSUS-0003127,S-485,2025-04-26 19:46:15.045953,,,42,,44.0,1981-11-26,320.0,2001-08-17 00:00:00.000000,,549,,2025-04-26 19:46:15.045953,,,6,,,,,,,,,,46
16227,564,KODAKONDSUS-0003128,S-248,2005-11-08 00:00:00.000000,,,39,,125.0,2005-08-22,146.0,2007-07-11 00:00:00.000000,,549,,2005-11-08 00:00:00.000000,,,13,,,,,,,,,,2
16228,564,KODAKONDSUS-0003129,S-759,2023-08-06 19:46:15.045953,2023-12-20 19:46:15.045953,2023-12-20 19:46:15.045953,37,,274.0,1955-12-05,110.0,2023-12-20 19:46:15.045953,,550,,2023-08-06 19:46:15.045953,,,32,,,,,,,,,,16
16229,564,KODAKONDSUS-0003130,S-589,2015-02-15 00:00:00.000000,,,3,,305.0,1964-07-04,97.0,1971-01-12 00:00:00.000000,,549,,2005-01-18 00:00:00.000000,,,15,,,,,,,,,,26
16230,564,KODAKONDSUS-0003131,S-734,2025-03-21 00:00:00.000000,,,33,,199.0,2021-03-11,206.0,2022-05-21 00:00:00.000000,,549,,2025-03-21 00:00:00.000000,,,8,,,,,,,,,,30
16231,564,KODAKONDSUS-0003132,S-814,2001-11-22 00:00:00.000000,,,25,,314.0,1969-01-18,219.0,1976-02-24 00:00:00.000000,,549,,2001-11-22 00:00:00.000000,,,36,,,,,,,,,,48
16232,564,KODAKONDSUS-0003133,S-918,2015-01-14 19:46:15.045953,,,31,,18.0,2006-07-27,105.0,2019-10-22 00:00:00.000000,,549,,2015-01-14 19:46:15.045953,,,50,,,,,,,,,,39
16233,564,KODAKONDSUS-0003134,S-964,2022-03-09 19:46:15.045953,,,45,,156.0,2015-04-15,305.0,2019-09-26 00:00:00.000000,,549,,2022-03-09 19:46:15.045953,,,35,,,,,,,,,,37
16234,564,KODAKONDSUS-0003135,S-793,2025-04-28 19:46:15.045953,,,38,,147.0,2012-03-17,259.0,2019-01-31 00:00:00.000000,,549,,2025-04-28 19:46:15.045953,,,33,,,,,,,,,,17
16235,564,KODAKONDSUS-0003136,S-308,1953-10-28 00:00:00.000000,,,31,,207.0,1953-08-07,187.0,1975-09-02 00:00:00.000000,,549,,2012-08-10 19:46:15.045953,,,7,,,,,,,,,,36
16236,564,KODAKONDSUS-0003137,S-573,2018-09-20 00:00:00.000000,,,48,,37.0,1973-07-17,7.0,1997-09-03 00:00:00.000000,,549,,2018-09-20 00:00:00.000000,,,7,,,,,,,,,,1
16237,564,KODAKONDSUS-0003138,S-665,1966-09-06 00:00:00.000000,,,30,,63.0,1964-07-16,104.0,2000-09-03 00:00:00.000000,,549,,1966-09-06 00:00:00.000000,,,23,,,,,,,,,,20
16238,564,KODAKONDSUS-0003139,S-624,1991-11-13 00:00:00.000000,,,26,,102.0,1984-09-22,176.0,2024-02-27 00:00:00.000000,,549,,2024-04-15 00:00:00.000000,,,49,,,,,,,,,,42
16239,564,KODAKONDSUS-0003140,S-538,1985-12-06 00:00:00.000000,,,21,,234.0,1981-11-07,258.0,2011-04-17 00:00:00.000000,,549,,1985-12-06 00:00:00.000000,,,45,,,,,,,,,,1
16240,564,KODAKONDSUS-0003141,S-379,2025-01-05 19:46:15.045953,,,41,,104.0,1982-02-23,89.0,1992-06-27 00:00:00.000000,,549,,2025-01-05 19:46:15.045953,,,46,,,,,,,,,,42
16241,564,KODAKONDSUS-0003142,S-626,1993-04-16 19:46:15.045953,,,35,,38.0,1956-01-29,94.0,1967-04-30 00:00:00.000000,,549,,1993-04-16 19:46:15.045953,,,6,,,,,,,,,,9
16242,564,KODAKONDSUS-0003143,S-238,2024-09-13 19:46:15.045953,,,12,,333.0,1970-08-23,248.0,1987-05-17 00:00:00.000000,,549,,2024-09-13 19:46:15.045953,,,26,,,,,,,,,,33
16243,564,KODAKONDSUS-0003144,S-960,2016-03-11 00:00:00.000000,2020-01-04 00:00:00,2020-06-11 00:00:00,47,,261.0,2003-11-13,75.0,2020-06-11 00:00:00.000000,,550,,2016-03-11 00:00:00.000000,,,33,,,,,,,,,,26
16244,564,KODAKONDSUS-0003145,S-812,1966-04-10 00:00:00.000000,,,34,,159.0,1956-11-24,332.0,1980-06-10 00:00:00.000000,,549,,1966-04-10 00:00:00.000000,,,44,,,,,,,,,,2
16245,564,KODAKONDSUS-0003146,S-162,1951-12-30 00:00:00.000000,,,40,,247.0,1951-05-19,228.0,2017-06-23 00:00:00.000000,,549,,1951-12-30 00:00:00.000000,,,21,,,,,,,,,,16
16246,564,KODAKONDSUS-0003147,S-704,2020-12-13 19:46:15.045953,,,30,,74.0,1982-01-07,262.0,1995-11-13 00:00:00.000000,,549,,2020-12-13 19:46:15.045953,,,24,,,,,,,,,,28
16247,564,KODAKONDSUS-0003148,S-128,1978-03-19 00:00:00.000000,,,29,,302.0,1963-12-28,239.0,1982-08-08 00:00:00.000000,,549,,1978-03-19 00:00:00.000000,,,21,,,,,,,,,,42
16248,564,KODAKONDSUS-0003149,S-896,1964-09-24 00:00:00.000000,,,30,,208.0,1962-06-06,314.0,1977-06-07 00:00:00.000000,,549,,1964-09-24 00:00:00.000000,,,29,,,,,,,,,,2
16249,564,KODAKONDSUS-0003150,S-727,2018-05-31 00:00:00.000000,2021-09-22 00:00:00,2021-09-22 00:00:00,5,,335.0,1956-07-17,41.0,2021-09-22 00:00:00.000000,,550,,2018-05-31 00:00:00.000000,,,34,,,,,,,,,,50
16250,564,KODAKONDSUS-0003151,S-684,2012-06-30 19:46:15.045953,,,7,,11.0,1973-04-02,94.0,1979-02-09 00:00:00.000000,,549,,2012-06-30 19:46:15.045953,,,24,,,,,,,,,,10
16251,564,KODAKONDSUS-0003152,S-742,2011-01-17 00:00:00.000000,,,8,,214.0,1955-11-27,335.0,1967-04-01 00:00:00.000000,,549,,2011-01-17 00:00:00.000000,,,17,,,,,,,,,,14
16252,564,KODAKONDSUS-0003153,S-224,1995-09-10 00:00:00.000000,,,6,,345.0,1973-10-22,216.0,2007-01-22 00:00:00.000000,,549,,1995-09-10 00:00:00.000000,,,17,,,,,,,,,,9
16253,564,KODAKONDSUS-0003154,S-877,2000-01-24 00:00:00.000000,2009-08-21 00:00:00,2009-08-21 00:00:00,23,,313.0,1964-03-09,150.0,2009-08-21 00:00:00.000000,,550,,2000-01-24 00:00:00.000000,,,32,,,,,,,,,,22
16254,564,KODAKONDSUS-0003155,S-289,1973-11-30 00:00:00.000000,,,31,,328.0,1962-02-27,345.0,2025-04-12 00:00:00.000000,,549,,1973-11-30 00:00:00.000000,,,45,,,,,,,,,,10
16255,564,KODAKONDSUS-0003156,S-497,1998-09-20 19:46:15.045953,,,10,,82.0,1990-09-27,13.0,1996-02-29 00:00:00.000000,,549,,1998-09-20 19:46:15.045953,,,36,,,,,,,,,,25
16256,564,KODAKONDSUS-0003157,S-798,1977-02-06 00:00:00.000000,,,35,,129.0,1974-01-14,252.0,2009-01-06 00:00:00.000000,,549,,1977-02-06 00:00:00.000000,,,39,,,,,,,,,,42
16257,564,KODAKONDSUS-0003158,S-915,2024-07-07 19:46:15.045953,,,22,,297.0,2005-07-23,88.0,2020-11-27 00:00:00.000000,,549,,2024-07-07 19:46:15.045953,,,24,,,,,,,,,,20
16258,564,KODAKONDSUS-0003159,S-269,2000-04-04 19:46:15.045953,2012-01-12 19:46:15.045953,2012-01-12 19:46:15.045953,24,,114.0,1979-06-24,331.0,2012-01-12 19:46:15.045953,,550,,2000-04-04 19:46:15.045953,,,3,,,,,,,,,,7
16259,564,KODAKONDSUS-0003160,S-474,1997-11-29 00:00:00.000000,,,9,,240.0,1983-01-05,187.0,2023-02-13 00:00:00.000000,,549,,2023-04-06 19:46:15.045953,,,31,,,,,,,,,,6
16260,564,KODAKONDSUS-0003161,S-205,2002-08-11 00:00:00.000000,,,29,,166.0,1958-05-08,114.0,1963-08-28 00:00:00.000000,,549,,2002-08-11 00:00:00.000000,,,26,,,,,,,,,,34
16261,564,KODAKONDSUS-0003162,S-827,1993-01-12 00:00:00.000000,,,45,,109.0,1952-11-18,291.0,2005-02-11 00:00:00.000000,,549,,1993-01-12 00:00:00.000000,,,49,,,,,,,,,,6
16262,564,KODAKONDSUS-0003163,S-411,2015-08-31 19:46:15.045953,,,46,,114.0,1974-03-17,307.0,1977-05-03 00:00:00.000000,,549,,2015-08-31 19:46:15.045953,,,36,,,,,,,,,,7
16263,564,KODAKONDSUS-0003164,S-445,1989-07-15 00:00:00.000000,,,39,,30.0,1968-02-02,240.0,2018-01-04 00:00:00.000000,,549,,1989-07-15 00:00:00.000000,,,12,,,,,,,,,,19
16264,564,KODAKONDSUS-0003165,S-760,2018-02-17 19:46:15.045953,,,17,,328.0,1961-11-14,167.0,2017-11-13 00:00:00.000000,,549,,2018-02-17 19:46:15.045953,,,37,,,,,,,,,,10
16265,564,KODAKONDSUS-0003166,S-795,1978-12-09 00:00:00.000000,,,23,,88.0,1961-11-03,22.0,1995-10-17 00:00:00.000000,,549,,1978-12-09 00:00:00.000000,,,32,,,,,,,,,,42
16266,564,KODAKONDSUS-0003167,S-827,2007-03-11 00:00:00.000000,,,22,,110.0,1963-03-20,32.0,2001-10-03 00:00:00.000000,,549,,2007-03-11 00:00:00.000000,,,30,,,,,,,,,,29
16267,564,KODAKONDSUS-0003168,S-984,2022-12-28 19:46:15.045953,,,41,,311.0,1968-08-29,154.0,1992-02-24 00:00:00.000000,,549,,2022-12-28 19:46:15.045953,,,9,,,,,,,,,,10
16268,564,KODAKONDSUS-0003169,S-270,1974-01-31 19:46:15.045953,,,47,,314.0,1968-07-15,301.0,2024-03-21 00:00:00.000000,,549,,1974-01-31 19:46:15.045953,,,50,,,,,,,,,,48
