IsID,IsIsikukood,IsEesnimi,IsPerenimi,IsSurmaaeg,KdIDHaridus,KdIDEmakeel,KdIDRahvus,KdIDPerekonnaseis,KdIDKodakondsus,IsIsanimi,IsSynnijargneNimi,KdIDIsikuStaatus,KdIDKirjeStaatus,KdIDPohjus,KdIDSugu,isSynniaeg,IsSaabusEesti,IsLahkusEestist,IsSaabusKOViKpv,AKpID,IsEesnimiEri,IsPerenimiEri,IdKiht,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
7418,50107212087,Pavel,Naumov,,25,100,100,,100,Alexander,Pavel,532,537,,MEES,2001-07-21 22:02:37.054267,,,2004-06-06 00:00:00.000000,793.0,Pavel,Naumov,,851.0,2001-07-21 22:02:37.054267,,,,41
7419,45503223878,Triin,Soo,,25,223,223,,223,Kristjan,Triin,532,537,,NAINE,1955-03-22 22:02:37.054267,1991-09-23 22:02:37.054267,,2003-10-02 00:00:00.000000,622.0,Triin,Soo,,6457.0,1955-03-22 22:02:37.054267,,,,34
7420,34708197649,Viktor,Õunapuu,,19,100,100,,100,Jaan,Viktor,532,537,,MEES,1947-08-19 22:02:37.054267,,,2019-05-08 00:00:00.000000,824.0,Viktor,Õunapuu,,4672.0,1947-08-19 22:02:37.054267,761.0,1986-10-12 22:02:37.054267,,17
7421,49802253449,Linda,Jürisson,,14,100,100,,100,Martin,Linda,532,537,,NAINE,1998-02-25 22:02:37.054267,,,1992-10-29 00:00:00.000000,291.0,Linda,Jürisson,,1327.0,1998-02-25 22:02:37.054267,,,,17
7422,37010017355,Raivo,Kaasik,,28,100,100,,100,Nikolai,Raivo,532,537,,MEES,1970-10-01 22:02:37.054267,,,1997-11-26 00:00:00.000000,732.0,Raivo,Kaasik,,4863.0,1970-10-01 22:02:37.054267,,,,48
7423,50710281648,Igor,Kirs,,19,161,161,,161,Maksim,Igor,532,537,,MEES,2007-10-28 22:02:37.054267,2023-10-23 22:02:37.054267,2024-07-14 22:02:37.054267,2023-06-19 22:02:37.054267,296.0,Igor,Kirs,,3798.0,2007-10-28 22:02:37.054267,,,,44
7424,34111253753,Juri,Talts,,25,100,100,,100,Priit,Juri,532,537,,MEES,1941-11-25 22:02:37.054267,,,2020-11-16 00:00:00.000000,714.0,Juri,Talts,,1626.0,1941-11-25 22:02:37.054267,702.0,1975-08-15 22:02:37.054267,,24
7425,61812114105,Aino,Tiik,,2,100,100,,100,Mihkel,Aino,532,537,,NAINE,2018-12-11 22:02:37.054267,,,2023-04-07 22:02:37.054267,663.0,Aino,Tiik,,6509.0,2018-12-11 22:02:37.054267,,,,24
7426,51806262888,Sergei,Taal,,2,100,100,,100,Sergei,Sergei,532,537,,MEES,2018-06-26 22:02:37.054267,,,1996-11-08 00:00:00.000000,624.0,Sergei,Taal,,252.0,2018-06-26 22:02:37.054267,2422.0,2019-02-22 22:02:37.054267,,38
7427,61506137931,Katrin,Randoja,,10,100,100,,100,Marek,Katrin,532,537,,NAINE,2015-06-13 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Katrin,Randoja,,143.0,2015-06-13 22:02:37.054267,,,,4
7428,37310119221,Viktor,Randoja,,34,100,100,,100,Toomas,Viktor,532,537,,MEES,1973-10-11 22:02:37.054267,,,1990-01-01 00:00:00.000000,171.0,Viktor,Randoja,,4849.0,1973-10-11 22:02:37.054267,753.0,1984-12-11 22:02:37.054267,,49
7429,37709126307,Dmitri,Sidorov,,14,100,100,,100,Juri,Dmitri,532,537,,MEES,1977-09-12 22:02:37.054267,,,2015-05-30 00:00:00.000000,446.0,Dmitri,Sidorov,,2271.0,1977-09-12 22:02:37.054267,,,,7
7430,37410116091,Andrei,Ševtšenko,,28,250,250,,250,Rein,Andrei,532,537,,MEES,1974-10-11 22:02:37.054267,1992-08-27 22:02:37.054267,2012-10-08 22:02:37.054267,1992-08-27 22:02:37.054267,141.0,Andrei,Ševtšenko,,1324.0,1974-10-11 22:02:37.054267,1273.0,1997-03-29 22:02:37.054267,,33
7431,49108185687,Natalia,Lomp,,19,100,100,,100,Aleksei,Natalia,532,537,,NAINE,1991-08-18 22:02:37.054267,,,2015-04-24 00:00:00.000000,446.0,Natalia,Lomp,,5189.0,1991-08-18 22:02:37.054267,6561.0,2021-02-23 22:02:37.054267,,1
7432,52011235588,Priit,Aavik,,2,100,100,,100,Tõnu,Priit,532,537,,MEES,2020-11-23 22:02:37.054267,,,2017-01-11 00:00:00.000000,502.0,Priit,Aavik,,871.0,2020-11-23 22:02:37.054267,,,,22
7433,33202125353,Siim,Ilves,,14,100,100,,100,Sander,Siim,532,537,,MEES,1932-02-12 22:02:37.054267,,,1990-01-01 00:00:00.000000,917.0,Siim,Ilves,,892.0,1932-02-12 22:02:37.054267,2712.0,1995-01-02 22:02:37.054267,,7
7434,49612183340,Maie,Kaljuvee,,28,271,271,,271,Mihkel,Maie,532,537,,NAINE,1996-12-18 22:02:37.054267,2017-04-14 22:02:37.054267,,2019-11-27 00:00:00.000000,793.0,Maie,Kaljuvee,,1936.0,1996-12-18 22:02:37.054267,,,,40
7435,46911244167,Anu,Kool,2007-12-17 22:02:37.054267,19,150,150,,150,Artur,Anu,533,539,,NAINE,1969-11-24 22:02:37.054267,1976-07-06 22:02:37.054267,,,903.0,Anu,Kool,,1569.0,1969-11-24 22:02:37.054267,,,,8
7436,61602088038,Jekaterina,Lang,,10,100,100,,100,Tõnu,Jekaterina,532,537,,NAINE,2016-02-08 22:02:37.054267,,,2006-09-24 00:00:00.000000,784.0,Jekaterina,Lang,,2962.0,2016-02-08 22:02:37.054267,,,,13
7437,51806026010,Margus,Lätt,2018-06-22 22:02:37.054267,2,100,100,,100,Jaan,Margus,533,539,,MEES,2018-06-02 22:02:37.054267,,,2015-11-14 00:00:00.000000,784.0,Margus,Lätt,,6871.0,2018-06-02 22:02:37.054267,5408.0,2022-10-21 22:02:37.054267,,33
7438,52310124719,Jaanus,Põllu,2025-03-19 22:02:37.054267,2,100,100,,100,Mihhail,Jaanus,533,539,,MEES,2023-10-12 22:02:37.054267,,,1998-12-06 00:00:00.000000,567.0,Jaanus,Põllu,,1209.0,2023-10-12 22:02:37.054267,5363.0,2024-01-29 22:02:37.054267,,7
7439,44102209121,Aino,Meister,,19,67,67,,67,Juri,Aino,532,537,,NAINE,1941-02-20 22:02:37.054267,1969-07-24 22:02:37.054267,,1998-05-15 00:00:00.000000,255.0,Aino,Meister,,4064.0,1941-02-20 22:02:37.054267,650.0,1953-10-23 22:02:37.054267,,36
7440,60503316724,Tatjana,Vinogradov,,22,100,100,,100,Nikolai,Tatjana,532,537,,NAINE,2005-03-31 22:02:37.054267,,,,928.0,Tatjana,Vinogradov,,1153.0,2005-03-31 22:02:37.054267,2800.0,2023-04-09 22:02:37.054267,,5
7441,38807252773,Indrek,Kikkas,,25,138,138,,138,Vello,Indrek,532,537,,MEES,1988-07-25 22:02:37.054267,2009-01-05 22:02:37.054267,,2020-10-16 00:00:00.000000,624.0,Indrek,Kikkas,,6594.0,1988-07-25 22:02:37.054267,,,,8
7442,43810297143,Riina,Solovjov,,28,100,100,,100,Urmas,Riina,532,537,,NAINE,1938-10-29 22:02:37.054267,,,2015-10-31 00:00:00.000000,651.0,Riina,Solovjov,,2610.0,1938-10-29 22:02:37.054267,,,,20
7443,38402077972,Marko,Pärna,,25,100,100,,100,Aleksander,Marko,532,537,,MEES,1984-02-07 22:02:37.054267,,,2012-07-14 00:00:00.000000,784.0,Marko,Pärna,,6538.0,1984-02-07 22:02:37.054267,,,,4
7444,37902156705,Kristjan,Täht,,19,100,100,,100,Urmas,Kristjan,532,537,,MEES,1979-02-15 22:02:37.054267,,,1990-01-01 00:00:00.000000,897.0,Kristjan,Täht,,5274.0,1979-02-15 22:02:37.054267,,,,22
7445,52404294750,Raivo,Toom,,2,100,100,,100,Sergei,Raivo,532,537,,MEES,2024-04-29 22:02:37.054267,,,2004-04-30 00:00:00.000000,714.0,Raivo,Toom,,4547.0,2024-04-29 22:02:37.054267,1415.0,2024-09-30 22:02:37.054267,,50
7446,49508065115,Nina,Kalamees,,28,100,100,,100,Juri,Nina,532,537,,NAINE,1995-08-06 22:02:37.054267,,,1998-03-06 00:00:00.000000,784.0,Nina,Kalamees,,4068.0,1995-08-06 22:02:37.054267,,,,14
7447,60704255303,Kristina,Kärner,,19,258,258,,258,Mati,Kristina,532,537,,NAINE,2007-04-25 22:02:37.054267,2022-11-27 22:02:37.054267,,,712.0,Kristina,Kärner,,5739.0,2007-04-25 22:02:37.054267,5609.0,2008-04-22 22:02:37.054267,,22
7448,39501143485,Tiit,Org,,31,100,100,,100,Pavel,Tiit,532,537,,MEES,1995-01-14 22:02:37.054267,,,1990-01-01 00:00:00.000000,480.0,Tiit,Org,,5512.0,1995-01-14 22:02:37.054267,,,,44
7449,36201184410,Jaanus,Õispuu,,28,100,100,,100,Siim,Jaanus,532,537,,MEES,1962-01-18 22:02:37.054267,,,2020-12-11 00:00:00.000000,486.0,Jaanus,Õispuu,,671.0,1962-01-18 22:02:37.054267,,,,34
7450,34505161181,Tarmo,Saar,,28,262,262,,262,Valeri,Tarmo,532,537,,MEES,1945-05-16 22:02:37.054267,2013-02-07 22:02:37.054267,,2013-02-07 22:02:37.054267,191.0,Tarmo,Saar,,3726.0,1945-05-16 22:02:37.054267,,,,37
7451,38406252922,Marek,Anderson,,14,100,100,,100,Sander,Marek,532,537,,MEES,1984-06-25 22:02:37.054267,,,1998-07-05 00:00:00.000000,803.0,Marek,Anderson,,695.0,1984-06-25 22:02:37.054267,2724.0,2019-04-05 22:02:37.054267,,7
7452,50304264738,Margus,Viira,,25,100,100,,100,Tõnu,Margus,532,537,,MEES,2003-04-26 22:02:37.054267,,,2002-10-05 22:02:37.054267,624.0,Margus,Viira,,2907.0,2003-04-26 22:02:37.054267,6679.0,2023-03-28 22:02:37.054267,,8
7453,60508303698,Triin,Kivilo,2012-10-08 22:02:37.054267,19,218,218,,218,Oleg,Triin,533,539,,NAINE,2005-08-30 22:02:37.054267,2017-09-03 22:02:37.054267,2024-04-10 22:02:37.054267,2004-08-07 00:00:00.000000,890.0,Triin,Kivilo,,1836.0,2005-08-30 22:02:37.054267,4390.0,2020-08-21 22:02:37.054267,,15
7454,61412239019,Anu,Õunapuu,2023-12-05 22:02:37.054267,10,100,100,,100,Alexander,Anu,533,539,,NAINE,2014-12-23 22:02:37.054267,,,2000-08-16 00:00:00.000000,793.0,Anu,Õunapuu,,6908.0,2014-12-23 22:02:37.054267,6425.0,2015-02-13 22:02:37.054267,,25
7455,50208029216,Jaan,Kink,,19,100,100,,100,Jaan,Jaan,532,537,,MEES,2002-08-02 22:02:37.054267,,,,486.0,Jaan,Kink,,2090.0,2002-08-02 22:02:37.054267,4181.0,2012-04-04 22:02:37.054267,,35
7456,48003311596,Valentina,Žukov,,34,253,253,,253,Jevgeni,Valentina,532,537,,NAINE,1980-03-31 22:02:37.054267,2000-12-04 22:02:37.054267,,1998-11-04 00:00:00.000000,784.0,Valentina,Žukov,,4396.0,1980-03-31 22:02:37.054267,1787.0,1984-05-07 22:02:37.054267,,37
7457,46005208317,Nadežda,Trofimov,,22,100,100,,100,Ants,Nadežda,532,537,,NAINE,1960-05-20 22:02:37.054267,,,2013-09-19 00:00:00.000000,511.0,Nadežda,Trofimov,,4686.0,1960-05-20 22:02:37.054267,1483.0,1967-08-18 22:02:37.054267,,2
7458,49703255731,Tatiana,Paju,,25,74,74,,74,Andres,Tatiana,532,537,,NAINE,1997-03-25 22:02:37.054267,2019-07-04 22:02:37.054267,2020-01-08 22:02:37.054267,1995-12-10 00:00:00.000000,567.0,Tatiana,Paju,,6416.0,1997-03-25 22:02:37.054267,1914.0,2010-06-29 22:02:37.054267,,37
7459,49908146012,Galina,Karu,,19,100,100,,100,Juri,Galina,532,537,,NAINE,1999-08-14 22:02:37.054267,,,2018-11-20 00:00:00.000000,793.0,Galina,Karu,,6874.0,1999-08-14 22:02:37.054267,4339.0,2020-02-07 22:02:37.054267,,47
7460,45412247427,Maria,Viik,1995-08-11 22:02:37.054267,28,100,100,,100,Alexander,Maria,533,539,,NAINE,1954-12-24 22:02:37.054267,,,1994-08-10 00:00:00.000000,784.0,Maria,Viik,,4549.0,1954-12-24 22:02:37.054267,,,,20
7461,48701312605,Triin,Soosalu,,14,100,100,,100,Raivo,Triin,532,537,,NAINE,1987-01-31 22:02:37.054267,,,1993-09-05 22:02:37.054267,502.0,Triin,Soosalu,,5287.0,1987-01-31 22:02:37.054267,3733.0,2007-08-17 22:02:37.054267,,15
7462,62307218627,Tamara,Kuusk,,2,42,42,,42,Dmitri,Tamara,532,537,,NAINE,2023-07-21 22:02:37.054267,2024-02-05 22:02:37.054267,,,317.0,Tamara,Kuusk,,5467.0,2023-07-21 22:02:37.054267,6683.0,2024-04-08 22:02:37.054267,,23
7463,39907316238,Tiit,Lember,,28,174,174,,174,Nikolai,Tiit,532,537,,MEES,1999-07-31 22:02:37.054267,2023-04-21 22:02:37.054267,,,796.0,Tiit,Lember,,1731.0,1999-07-31 22:02:37.054267,,,,18
7464,39206137875,Raivo,Kalinin,2008-10-06 22:02:37.054267,25,100,100,,100,Marek,Raivo,533,539,,MEES,1992-06-13 22:02:37.054267,,,,890.0,Raivo,Kalinin,,1065.0,1992-06-13 22:02:37.054267,2661.0,2009-01-18 22:02:37.054267,,41
7465,60103063908,Katrin,Randmaa,,14,103,103,,103,Sander,Katrin,532,537,,NAINE,2001-03-06 22:02:37.054267,2022-08-01 22:02:37.054267,,2011-12-29 00:00:00.000000,303.0,Katrin,Randmaa,,4475.0,2001-03-06 22:02:37.054267,,,,8
7466,34211195135,Alexander,Reinsalu,,31,100,100,,100,Meelis,Alexander,532,537,,MEES,1942-11-19 22:02:37.054267,,,2002-02-03 00:00:00.000000,272.0,Alexander,Reinsalu,,3623.0,1942-11-19 22:02:37.054267,,,,12
7467,39307027328,Mihhail,Treier,2022-06-10 22:02:37.054267,25,100,100,,100,Pavel,Mihhail,533,539,,MEES,1993-07-02 22:02:37.054267,,,1990-01-01 00:00:00.000000,712.0,Mihhail,Treier,,2187.0,1993-07-02 22:02:37.054267,,,,2
7468,46901111884,Olga,Allik,,28,100,100,,100,Margus,Olga,532,537,,NAINE,1969-01-11 22:02:37.054267,,,2007-06-14 00:00:00.000000,480.0,Olga,Allik,,4580.0,1969-01-11 22:02:37.054267,,,,4
7469,61304213340,Katrin,Raag,2013-05-08 22:02:37.054267,4,100,100,,100,Kristjan,Katrin,533,539,,NAINE,2013-04-21 22:02:37.054267,,,2010-01-05 00:00:00.000000,293.0,Katrin,Raag,,4415.0,2013-04-21 22:02:37.054267,,,,2
7470,39606057594,Marko,Hanson,,34,100,100,,100,Peeter,Marko,532,537,,MEES,1996-06-05 22:02:37.054267,,,1993-05-28 00:00:00.000000,293.0,Marko,Hanson,,5077.0,1996-06-05 22:02:37.054267,3080.0,1997-09-13 22:02:37.054267,,37
7471,50811114382,Vello,Liiv,,22,38,38,,38,Rein,Vello,532,537,,MEES,2008-11-11 22:02:37.054267,2012-01-04 22:02:37.054267,,2017-07-01 00:00:00.000000,511.0,Vello,Liiv,,5806.0,2008-11-11 22:02:37.054267,,,,19
7472,52307225418,Tõnu,Raudsepp,,2,100,100,,100,Sander,Tõnu,532,537,,MEES,2023-07-22 22:02:37.054267,,,2011-01-23 22:02:37.054267,198.0,Tõnu,Raudsepp,,1063.0,2023-07-22 22:02:37.054267,4056.0,2025-01-11 22:02:37.054267,,20
7473,51812153745,Alexander,Filatov,,2,59,59,,59,Aleksandr,Alexander,532,537,,MEES,2018-12-15 22:02:37.054267,2023-05-04 22:02:37.054267,,2005-01-31 00:00:00.000000,784.0,Alexander,Filatov,,6859.0,2018-12-15 22:02:37.054267,,,,45
7474,39307084157,Aivar,Laht,,25,89,89,,89,Peeter,Aivar,532,537,,MEES,1993-07-08 22:02:37.054267,1999-07-09 22:02:37.054267,,1999-07-09 22:02:37.054267,191.0,Aivar,Laht,,2305.0,1993-07-08 22:02:37.054267,,,,16
7475,46004045104,Diana,Lipp,,19,159,159,,159,Marek,Diana,532,537,,NAINE,1960-04-04 22:02:37.054267,1971-05-14 22:02:37.054267,2013-03-05 22:02:37.054267,,618.0,Diana,Lipp,,2403.0,1960-04-04 22:02:37.054267,,,,19
7476,49707011072,Svetlana,Lang,,25,177,177,,177,Urmas,Svetlana,532,537,,NAINE,1997-07-01 22:02:37.054267,2020-02-12 22:02:37.054267,,,899.0,Svetlana,Lang,,3300.0,1997-07-01 22:02:37.054267,,,,38
7477,44907285633,Tiina,Soosalu,2021-12-02 22:02:37.054267,28,266,266,,266,Indrek,Tiina,533,539,,NAINE,1949-07-28 22:02:37.054267,1996-03-31 22:02:37.054267,,2020-01-22 00:00:00.000000,806.0,Tiina,Soosalu,,628.0,1949-07-28 22:02:37.054267,,,,39
7478,45103218836,Triin,Mürk,,19,100,100,,100,Aivar,Triin,532,537,,NAINE,1951-03-21 22:02:37.054267,,,2008-03-11 00:00:00.000000,272.0,Triin,Mürk,,1152.0,1951-03-21 22:02:37.054267,,,,38
7479,45503025556,Malle,Muru,,34,277,277,,277,Igor,Malle,532,537,,NAINE,1955-03-02 22:02:37.054267,1970-03-07 22:02:37.054267,2024-06-06 22:02:37.054267,2018-03-30 00:00:00.000000,784.0,Malle,Muru,,6322.0,1955-03-02 22:02:37.054267,,,,29
7480,45902184969,Katrin,Žuravljov,,34,115,115,,115,Tiit,Katrin,532,537,,NAINE,1959-02-18 22:02:37.054267,1977-08-31 22:02:37.054267,1984-05-15 22:02:37.054267,,784.0,Katrin,Žuravljov,,1175.0,1959-02-18 22:02:37.054267,,,,42
7481,33507292856,Oleg,Kalinin,,22,100,100,,100,Andrus,Oleg,532,537,,MEES,1935-07-29 22:02:37.054267,,,2013-01-09 00:00:00.000000,903.0,Oleg,Kalinin,,1442.0,1935-07-29 22:02:37.054267,1793.0,2020-05-18 22:02:37.054267,,2
7482,60411085189,Laura,Aun,,14,223,223,,223,Mati,Laura,532,537,,NAINE,2004-11-08 22:02:37.054267,2022-11-01 22:02:37.054267,,,622.0,Laura,Aun,,3541.0,2004-11-08 22:02:37.054267,,,,12
7483,33908038353,Maksim,Borissov,,28,100,100,,100,Marek,Maksim,532,537,,MEES,1939-08-03 22:02:37.054267,,,2010-01-23 00:00:00.000000,431.0,Maksim,Borissov,,3717.0,1939-08-03 22:02:37.054267,,,,29
7484,48107205518,Ljubov,Pruul,,22,100,100,,100,Jevgeni,Ljubov,532,537,,NAINE,1981-07-20 22:02:37.054267,,,2008-07-13 00:00:00.000000,191.0,Ljubov,Pruul,,1613.0,1981-07-20 22:02:37.054267,6818.0,2016-07-24 22:02:37.054267,,8
7485,45410068600,Galina,Baranov,1989-02-28 22:02:37.054267,25,106,106,,106,Jüri,Galina,533,539,,NAINE,1954-10-06 22:02:37.054267,1978-12-05 22:02:37.054267,,,205.0,Galina,Baranov,,3554.0,1954-10-06 22:02:37.054267,4364.0,2006-06-02 22:02:37.054267,,34
7486,43903303830,Riina,Saar,,25,100,100,,100,Mihhail,Riina,532,537,,NAINE,1939-03-30 22:02:37.054267,,,1994-01-16 00:00:00.000000,480.0,Riina,Saar,,5752.0,1939-03-30 22:02:37.054267,,,,34
7487,39001268132,Nikolai,Kutsar,,31,100,100,,100,Alexander,Nikolai,532,537,,MEES,1990-01-26 22:02:37.054267,,,,441.0,Nikolai,Kutsar,,4879.0,1990-01-26 22:02:37.054267,,,,44
7488,39311078391,Valeri,Nõmmik,,25,100,100,,100,Ants,Valeri,532,537,,MEES,1993-11-07 22:02:37.054267,,,1990-01-01 00:00:00.000000,198.0,Valeri,Nõmmik,,5012.0,1993-11-07 22:02:37.054267,5741.0,1998-10-30 22:02:37.054267,,45
7489,39202054976,Dmitri,Õispuu,,19,82,82,,82,Margus,Dmitri,532,537,,MEES,1992-02-05 22:02:37.054267,2005-12-08 22:02:37.054267,,2019-07-15 00:00:00.000000,317.0,Dmitri,Õispuu,,2479.0,1992-02-05 22:02:37.054267,6666.0,2020-02-09 22:02:37.054267,,26
7490,34007121793,Aleksandr,Suits,,14,100,100,,100,Alexander,Aleksandr,532,537,,MEES,1940-07-12 22:02:37.054267,,,2017-07-29 00:00:00.000000,321.0,Aleksandr,Suits,,741.0,1940-07-12 22:02:37.054267,4819.0,1987-09-04 22:02:37.054267,,18
7491,52403209957,Aleksei,Orlov,,2,100,100,,100,Sander,Aleksei,532,537,,MEES,2024-03-20 22:02:37.054267,,,1990-12-19 22:02:37.054267,442.0,Aleksei,Orlov,,3425.0,2024-03-20 22:02:37.054267,2320.0,2025-03-26 22:02:37.054267,,36
7492,33902095257,Tõnu,Filatov,,34,67,67,,67,Martin,Tõnu,532,537,,MEES,1939-02-09 22:02:37.054267,1989-04-22 22:02:37.054267,,2020-01-16 00:00:00.000000,784.0,Tõnu,Filatov,,5812.0,1939-02-09 22:02:37.054267,,,,17
7493,62301126899,Natalja,Merila,,2,100,100,,100,Sergey,Natalja,532,537,,NAINE,2023-01-12 22:02:37.054267,,,,725.0,Natalja,Merila,,3223.0,2023-01-12 22:02:37.054267,,,,39
7494,32606128812,Tiit,Laht,,14,100,100,,100,Meelis,Tiit,532,537,,MEES,1926-06-12 22:02:37.054267,,,2011-07-30 22:02:37.054267,441.0,Tiit,Laht,,4365.0,1926-06-12 22:02:37.054267,,,,38
7495,50311192241,Igor,Uibo,,14,100,100,,100,Jaanus,Igor,532,537,,MEES,2003-11-19 22:02:37.054267,,,2023-10-09 22:02:37.054267,714.0,Igor,Uibo,,6717.0,2003-11-19 22:02:37.054267,,,,30
7496,62001079424,Natalja,Pavlov,,2,242,242,,242,Vladimir,Natalja,532,537,,NAINE,2020-01-07 22:02:37.054267,2025-03-18 22:02:37.054267,,2000-10-15 00:00:00.000000,191.0,Natalja,Pavlov,,5760.0,2020-01-07 22:02:37.054267,2764.0,2021-04-03 22:02:37.054267,,14
7497,37312166027,Ants,Martinson,,34,100,100,,100,Sander,Ants,532,537,,MEES,1973-12-16 22:02:37.054267,,,1990-01-01 00:00:00.000000,486.0,Ants,Martinson,,6634.0,1973-12-16 22:02:37.054267,,,,12
7498,61111283767,Ülle,Teras,,4,116,116,,116,Jevgeni,Ülle,532,537,,NAINE,2011-11-28 22:02:37.054267,2021-12-28 22:02:37.054267,2023-09-27 22:02:37.054267,2021-12-28 22:02:37.054267,793.0,Ülle,Teras,,6091.0,2011-11-28 22:02:37.054267,1268.0,2013-11-27 22:02:37.054267,,44
7499,60401102126,Kristiina,Alekseev,,19,48,48,,48,Margus,Kristiina,532,537,,NAINE,2004-01-10 22:02:37.054267,2014-07-08 22:02:37.054267,,2011-04-06 22:02:37.054267,698.0,Kristiina,Alekseev,,241.0,2004-01-10 22:02:37.054267,3063.0,2021-08-13 22:02:37.054267,,47
7500,61212147126,Maria,Palu,,10,100,100,,100,Alexander,Maria,532,537,,NAINE,2012-12-14 22:02:37.054267,,,2014-09-25 00:00:00.000000,714.0,Maria,Palu,,2874.0,2012-12-14 22:02:37.054267,,,,10
7501,61502269998,Marina,Jaanus,,4,100,100,,100,Juri,Marina,532,537,,NAINE,2015-02-26 22:02:37.054267,,,2010-07-23 00:00:00.000000,663.0,Marina,Jaanus,,1118.0,2015-02-26 22:02:37.054267,6321.0,2021-02-09 22:02:37.054267,,11
7502,48404169893,Kadri,Markus,,14,175,175,,175,Tõnu,Kadri,532,537,,NAINE,1984-04-16 22:02:37.054267,2001-10-21 22:02:37.054267,,2010-10-01 00:00:00.000000,793.0,Kadri,Markus,,6888.0,1984-04-16 22:02:37.054267,,,,17
7503,44310213911,Jelena,Lumi,,25,100,100,,100,Siim,Jelena,532,537,,NAINE,1943-10-21 22:02:37.054267,,,1990-01-01 00:00:00.000000,714.0,Jelena,Lumi,,1458.0,1943-10-21 22:02:37.054267,6561.0,2021-02-23 22:02:37.054267,,21
7504,37603139351,Marek,Põld,,34,100,100,,100,Andrus,Marek,532,537,,MEES,1976-03-13 22:02:37.054267,,,,586.0,Marek,Põld,,5333.0,1976-03-13 22:02:37.054267,5749.0,2018-08-22 22:02:37.054267,,15
7505,49510143314,Diana,Filippov,,25,100,100,,100,Vello,Diana,532,537,,NAINE,1995-10-14 22:02:37.054267,,,1994-06-07 00:00:00.000000,198.0,Diana,Filippov,,1575.0,1995-10-14 22:02:37.054267,212.0,2007-05-30 22:02:37.054267,,31
7506,45007171288,Maria,Urb,,25,100,100,,100,Juri,Maria,532,537,,NAINE,1950-07-17 22:02:37.054267,,,1990-01-01 00:00:00.000000,901.0,Maria,Urb,,1620.0,1950-07-17 22:02:37.054267,44.0,2024-07-21 22:02:37.054267,,1
7507,49408047658,Niina,Kaasik,,14,100,100,,100,Kristjan,Niina,532,537,,NAINE,1994-08-04 22:02:37.054267,,,2016-11-05 00:00:00.000000,618.0,Niina,Kaasik,,1031.0,1994-08-04 22:02:37.054267,181.0,2024-07-10 22:02:37.054267,,35
7508,36112156671,Meelis,Kont,,28,100,100,,100,Siim,Meelis,532,537,,MEES,1961-12-15 22:02:37.054267,,,2015-07-19 00:00:00.000000,198.0,Meelis,Kont,,2247.0,1961-12-15 22:02:37.054267,,,,12
7509,39912067420,Indrek,Solovjov,,34,207,207,,207,Vello,Indrek,532,537,,MEES,1999-12-06 22:02:37.054267,2010-09-07 22:02:37.054267,2013-11-02 22:02:37.054267,,857.0,Indrek,Solovjov,,6611.0,1999-12-06 22:02:37.054267,2787.0,2018-03-17 22:02:37.054267,,32
7510,34805148990,Valeri,Jefimov,,19,100,100,,100,Indrek,Valeri,532,537,,MEES,1948-05-14 22:02:37.054267,,,2014-07-19 00:00:00.000000,784.0,Valeri,Jefimov,,2254.0,1948-05-14 22:02:37.054267,3497.0,2022-12-09 22:02:37.054267,,37
7511,50204107679,Aivar,Hansen,,19,100,100,,100,Kristjan,Aivar,532,537,,MEES,2002-04-10 22:02:37.054267,,,2013-09-04 00:00:00.000000,901.0,Aivar,Hansen,,2389.0,2002-04-10 22:02:37.054267,4881.0,2015-05-10 22:02:37.054267,,21
7512,48403051429,Eve,Kaljurand,1987-05-31 22:02:37.054267,22,100,100,,100,Valeri,Eve,533,539,,NAINE,1984-03-05 22:02:37.054267,,,,719.0,Eve,Kaljurand,,3020.0,1984-03-05 22:02:37.054267,,,,41
7513,48601254591,Jelena,Tõnisson,,14,176,176,,176,Tiit,Jelena,532,537,,NAINE,1986-01-25 22:02:37.054267,2000-11-14 22:02:37.054267,,2000-11-14 22:02:37.054267,291.0,Jelena,Tõnisson,,2069.0,1986-01-25 22:02:37.054267,5000.0,1986-09-23 22:02:37.054267,,17
7514,44906252194,Merike,Kõiv,,28,100,100,,100,Andrus,Merike,532,537,,NAINE,1949-06-25 22:02:37.054267,,,1992-01-19 22:02:37.054267,784.0,Merike,Kõiv,,4113.0,1949-06-25 22:02:37.054267,,,,48
7515,49702183971,Mare,Kuus,,22,100,100,,100,Vello,Mare,532,537,,NAINE,1997-02-18 22:02:37.054267,,,1990-01-01 00:00:00.000000,247.0,Mare,Kuus,,3921.0,1997-02-18 22:02:37.054267,,,,41
7516,43703018090,Niina,Leht,,14,100,100,,100,Ants,Niina,532,537,,NAINE,1937-03-01 22:02:37.054267,,,2015-08-10 00:00:00.000000,651.0,Niina,Leht,,5039.0,1937-03-01 22:02:37.054267,,,,31
7517,39911197663,Viktor,Voronin,,22,100,100,,100,Andres,Viktor,532,537,,MEES,1999-11-19 22:02:37.054267,,,2015-11-14 00:00:00.000000,784.0,Viktor,Voronin,,5927.0,1999-11-19 22:02:37.054267,,,,5
