IDokID,IsID,DokID,IDokIsikukood,IDokEesnimi,IDokPerenimi,IDokVanaEesnimi,IDokVanaPerenimi,IDokVanaIsikukood,IDokIsanimi,KdIDIsikuRoll,AsID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv
20088,4411,12509,44705101346,Mare,Ernits,Vana-Mare,Vana-Ernits,OLD-9806,Jevgeni,Mingi roll,6,187.0,2009-12-10,152.0,2020-01-24,
20089,4411,17509,44705101346,Mare,Ernits,,,,Jevgeni,Mingi roll,49,168.0,2012-09-21,,,
20090,4411,22509,44705101346,Mare,Ernits,,,,Jevgeni,Mingi roll,44,127.0,2014-09-11,,,
20091,3374,7266,47802025376,Aino,Sisask,,,,Vladimir,Mingi roll,27,176.0,2017-02-12,,,
20092,3374,7267,47802025376,Aino,Sisask,,,,Vladimir,Mingi roll,1,54.0,2015-01-25,,,
20093,3374,11472,47802025376,Aino,Sisask,,,,Vladimir,Mingi roll,24,214.0,2001-07-16,86.0,2015-11-05,
20094,3374,16472,47802025376,Aino,Sisask,,,,Vladimir,Mingi roll,49,236.0,2023-02-14,304.0,2023-07-22,
20095,3374,21472,47802025376,Aino,Sisask,,,,Vladimir,Mingi roll,21,198.0,2000-01-11,,,
20096,4440,7268,44702051879,Kristi,Ivanov,,,,Viktor,Mingi roll,6,253.0,2000-02-23,,,
20097,4440,7269,44702051879,Kristi,Ivanov,,,,Viktor,Mingi roll,2,202.0,2000-01-07,255.0,2001-04-13,
20098,4440,7270,44702051879,Kristi,Ivanov,,,,Viktor,Mingi roll,30,116.0,2009-06-22,309.0,2010-11-10,
20099,4440,12538,44702051879,Kristi,Ivanov,,,,Viktor,Mingi roll,28,154.0,2014-04-15,97.0,2025-01-16,
20100,4440,17538,44702051879,Kristi,Ivanov,,,,Viktor,Mingi roll,34,22.0,2008-07-24,286.0,2023-08-30,
20101,4440,22538,44702051879,Kristi,Ivanov,,,,Viktor,Mingi roll,34,223.0,2013-07-01,317.0,2013-09-13,
20102,3378,7271,61803247932,Triin,Kurvits,,,,Roman,Mingi roll,3,107.0,2021-02-27,80.0,2023-11-17,
20103,3378,7272,61803247932,Triin,Kurvits,,,,Roman,Mingi roll,6,250.0,2023-07-30,,,
20104,3378,7273,61803247932,Triin,Kurvits,,,,Roman,Mingi roll,36,305.0,2011-07-19,,,
20105,3378,11476,61803247932,Triin,Kurvits,,,,Roman,Mingi roll,2,263.0,2024-08-30,212.0,2025-02-22,
20106,3378,16476,61803247932,Triin,Kurvits,,,,Roman,Mingi roll,44,295.0,2012-07-17,,,
20107,3378,21476,61803247932,Triin,Kurvits,,,,Roman,Mingi roll,13,122.0,2005-07-27,55.0,2015-01-30,
20108,3386,7274,43502245287,Eve,Zujev,,,,Mihhail,Mingi roll,46,145.0,2017-11-28,225.0,2019-05-15,
20109,3386,7275,43502245287,Eve,Zujev,,,,Mihhail,Mingi roll,28,185.0,2019-10-05,141.0,2021-11-21,
20110,3386,7276,43502245287,Eve,Zujev,Vana-Eve,Vana-Zujev,OLD-3713,Mihhail,Mingi roll,24,106.0,2016-01-23,145.0,2016-10-23,
20111,3386,11484,43502245287,Eve,Zujev,,,,Mihhail,Mingi roll,32,43.0,2000-12-03,154.0,2016-05-16,
20112,3386,16484,43502245287,Eve,Zujev,,,,Mihhail,Mingi roll,1,149.0,2015-11-07,,,
20113,3386,21484,43502245287,Eve,Zujev,,,,Mihhail,Mingi roll,19,271.0,2019-09-18,,,
20114,4033,7277,43402274813,Sirje,Koppel,,,,Aleksei,Mingi roll,20,57.0,2016-12-06,,,
20115,4033,12131,43402274813,Sirje,Koppel,,,,Aleksei,Mingi roll,36,343.0,2018-05-29,121.0,2018-07-01,
20116,4033,17131,43402274813,Sirje,Koppel,,,,Aleksei,Mingi roll,32,292.0,2011-06-05,158.0,2018-04-28,
20117,4033,22131,43402274813,Sirje,Koppel,,,,Aleksei,Mingi roll,20,108.0,2007-11-19,,,
20118,3387,7278,61209278367,Piret,Karpov,,,,Aleksander,Mingi roll,6,305.0,2011-01-16,,,
20119,3387,11485,61209278367,Piret,Karpov,,,,Aleksander,Mingi roll,35,227.0,2023-10-22,,,
20120,3387,16485,61209278367,Piret,Karpov,,,,Aleksander,Mingi roll,32,240.0,2003-12-25,272.0,2016-01-03,
20121,3387,21485,61209278367,Piret,Karpov,,,,Aleksander,Mingi roll,13,124.0,2006-08-05,,,
20122,3718,7279,61610125046,Aleksandra,Luht,,,,Sergei,Mingi roll,26,253.0,2000-03-18,286.0,2000-06-27,
20123,3718,11816,61610125046,Aleksandra,Luht,,,,Sergei,Mingi roll,24,198.0,2023-03-29,,,
20124,3718,16816,61610125046,Aleksandra,Luht,,,,Sergei,Mingi roll,37,127.0,2013-12-13,125.0,2018-07-07,
20125,3718,21816,61610125046,Aleksandra,Luht,,,,Sergei,Mingi roll,6,257.0,2000-03-03,,,
20126,3389,7280,46905061039,Tiiu,Loginov,,,,Rein,Mingi roll,9,309.0,2020-05-28,,,
20127,3389,11487,46905061039,Tiiu,Loginov,,,,Rein,Mingi roll,31,331.0,2023-10-01,,,
20128,3389,16487,46905061039,Tiiu,Loginov,,,,Rein,Mingi roll,43,26.0,2008-08-03,,,
20129,3389,21487,46905061039,Tiiu,Loginov,,,,Rein,Mingi roll,37,246.0,2016-12-02,56.0,2019-12-30,
20130,3390,7281,60104022771,Jekaterina,Viik,,,,Marek,Mingi roll,37,274.0,2011-04-04,,,
20131,3390,7282,60104022771,Jekaterina,Viik,,,,Marek,Mingi roll,41,16.0,2000-10-16,138.0,2002-03-10,
20132,3390,11488,60104022771,Jekaterina,Viik,,,,Marek,Mingi roll,14,79.0,2021-03-10,,,
20133,3390,16488,60104022771,Jekaterina,Viik,Vana-Jekaterina,Vana-Viik,OLD-2614,Marek,Mingi roll,9,93.0,2002-07-30,88.0,2007-10-19,
20134,3390,21488,60104022771,Jekaterina,Viik,,,,Marek,Mingi roll,10,239.0,2019-11-29,,,
20135,3392,7283,33301059769,Martin,Smirnov,,,,Aleksandr,Mingi roll,11,229.0,2021-04-19,190.0,2023-02-11,
20136,3392,7284,33301059769,Martin,Smirnov,,,,Aleksandr,Mingi roll,33,127.0,2006-03-30,85.0,2025-01-17,
20137,3392,7285,33301059769,Martin,Smirnov,,,,Aleksandr,Mingi roll,26,304.0,2024-02-04,,,
20138,3392,11490,33301059769,Martin,Smirnov,,,,Aleksandr,Mingi roll,8,255.0,2015-06-24,162.0,2024-05-25,
20139,3392,16490,33301059769,Martin,Smirnov,,,,Aleksandr,Mingi roll,14,207.0,2018-10-12,132.0,2023-07-31,
20140,3392,21490,33301059769,Martin,Smirnov,,,,Aleksandr,Mingi roll,17,207.0,2005-10-24,286.0,2005-12-04,
20141,3394,7286,42903272956,Natalia,Ader,,,,Raivo,Mingi roll,45,48.0,2009-07-20,,,
20142,3394,7287,42903272956,Natalia,Ader,,,,Raivo,Mingi roll,25,288.0,2014-10-15,,,
20143,3394,7288,42903272956,Natalia,Ader,,,,Raivo,Mingi roll,48,233.0,2009-01-14,,,
20144,3394,11492,42903272956,Natalia,Ader,,,,Raivo,Mingi roll,14,212.0,2017-12-07,102.0,2020-07-07,
20145,3394,16492,42903272956,Natalia,Ader,,,,Raivo,Mingi roll,37,159.0,2017-12-27,301.0,2023-10-10,2023-10-10
20146,3394,21492,42903272956,Natalia,Ader,,,,Raivo,Mingi roll,35,96.0,2015-11-23,252.0,2019-03-29,
20147,4407,7289,48405302211,Tamara,Frolov,,,,Roman,Mingi roll,29,340.0,2010-12-05,,,
20148,4407,7290,48405302211,Tamara,Frolov,,,,Roman,Mingi roll,5,192.0,2015-04-14,115.0,2019-03-03,
20149,4407,7291,48405302211,Tamara,Frolov,,,,Roman,Mingi roll,36,156.0,2007-10-10,9.0,2018-04-26,
20150,4407,12505,48405302211,Tamara,Frolov,,,,Roman,Mingi roll,21,189.0,2014-06-06,,,
20151,4407,17505,48405302211,Tamara,Frolov,,,,Roman,Mingi roll,8,130.0,2019-04-08,68.0,2020-10-21,
20152,4407,22505,48405302211,Tamara,Frolov,,,,Roman,Mingi roll,40,305.0,2004-07-27,243.0,2019-02-01,
20153,4686,7292,46007319489,Reet,Saare,,,,Marko,Mingi roll,8,282.0,2017-11-21,,,
20154,4686,7293,46007319489,Reet,Saare,,,,Marko,Mingi roll,30,58.0,2014-06-21,79.0,2018-01-02,
20155,4686,7294,46007319489,Reet,Saare,,,,Marko,Mingi roll,11,84.0,2004-05-15,151.0,2020-01-05,
20156,4686,12784,46007319489,Reet,Saare,,,,Marko,Mingi roll,17,25.0,2002-01-20,175.0,2005-10-02,
20157,4686,17784,46007319489,Reet,Saare,Vana-Reet,Vana-Saare,OLD-2288,Marko,Mingi roll,10,176.0,2005-03-01,222.0,2023-03-20,
20158,4686,22784,46007319489,Reet,Saare,Vana-Reet,Vana-Saare,OLD-6361,Marko,Mingi roll,16,172.0,2009-08-07,290.0,2014-05-07,
20159,3397,7295,39903279539,Siim,Rüütel,,,,Igor,Mingi roll,16,13.0,2020-11-19,,,
20160,3397,11495,39903279539,Siim,Rüütel,,,,Igor,Mingi roll,32,265.0,2002-01-09,332.0,2004-12-13,
20161,3397,16495,39903279539,Siim,Rüütel,,,,Igor,Mingi roll,48,142.0,2024-06-03,,,
20162,3397,21495,39903279539,Siim,Rüütel,,,,Igor,Mingi roll,19,256.0,2004-02-25,,,
20163,3401,7296,49011055387,Aino,Lõhmus,,,,Siim,Mingi roll,10,301.0,2023-09-19,,,
20164,3401,11499,49011055387,Aino,Lõhmus,,,,Siim,Mingi roll,11,181.0,2008-02-27,36.0,2016-09-12,
20165,3401,16499,49011055387,Aino,Lõhmus,,,,Siim,Mingi roll,35,115.0,2002-01-07,328.0,2019-09-17,
20166,3401,21499,49011055387,Aino,Lõhmus,,,,Siim,Mingi roll,17,249.0,2023-05-29,,,
20167,3408,7297,37101241623,Aleksandr,Pavlov,,,,Jaanus,Mingi roll,14,64.0,2001-06-06,9.0,2005-04-26,
20168,3408,7298,37101241623,Aleksandr,Pavlov,,,,Jaanus,Mingi roll,26,203.0,2011-05-18,,,
20169,3408,7299,37101241623,Aleksandr,Pavlov,,,,Jaanus,Mingi roll,35,199.0,2001-10-18,,,
20170,3408,11506,37101241623,Aleksandr,Pavlov,,,,Jaanus,Mingi roll,47,80.0,2018-03-06,30.0,2020-04-29,
20171,3408,16506,37101241623,Aleksandr,Pavlov,,,,Jaanus,Mingi roll,30,78.0,2011-05-15,159.0,2017-12-27,
20172,3408,21506,37101241623,Aleksandr,Pavlov,,,,Jaanus,Mingi roll,49,141.0,2013-01-18,,,
20173,3411,7300,32810295971,Andrus,Ots,,,,Valeri,Mingi roll,27,82.0,2003-12-09,267.0,2015-02-19,
20174,3411,7301,32810295971,Andrus,Ots,,,,Valeri,Mingi roll,32,12.0,2015-10-02,,,
20175,3411,7302,32810295971,Andrus,Ots,,,,Valeri,Mingi roll,37,277.0,2008-01-06,114.0,2008-07-15,
20176,3411,11509,32810295971,Andrus,Ots,,,,Valeri,Mingi roll,26,24.0,2021-10-17,,,
20177,3411,16509,32810295971,Andrus,Ots,,,,Valeri,Mingi roll,20,316.0,2012-06-10,,,
20178,3411,21509,32810295971,Andrus,Ots,,,,Valeri,Mingi roll,7,247.0,2015-09-11,137.0,2019-07-01,
20179,3412,7303,43511042230,Galina,Sirel,,,,Meelis,Mingi roll,7,134.0,2023-10-12,61.0,2024-01-30,2024-01-30
20180,3412,11510,43511042230,Galina,Sirel,,,,Meelis,Mingi roll,8,139.0,2018-03-20,,,
20181,3412,16510,43511042230,Galina,Sirel,,,,Meelis,Mingi roll,46,284.0,2008-10-18,58.0,2023-09-20,
20182,3412,21510,43511042230,Galina,Sirel,,,,Meelis,Mingi roll,9,6.0,2015-10-29,,,
20183,3416,7304,37209023441,Sergei,Soo,,,,Siim,Mingi roll,31,237.0,2012-07-31,327.0,2021-09-15,
20184,3416,7305,37209023441,Sergei,Soo,,,,Siim,Mingi roll,26,171.0,2014-08-28,80.0,2016-10-10,
20185,3416,7306,37209023441,Sergei,Soo,,,,Siim,Mingi roll,12,260.0,2014-11-05,,,
20186,3416,11514,37209023441,Sergei,Soo,,,,Siim,Mingi roll,31,72.0,2017-08-19,,,
20187,3416,16514,37209023441,Sergei,Soo,,,,Siim,Mingi roll,39,62.0,2004-01-09,,,
20188,3416,21514,37209023441,Sergei,Soo,,,,Siim,Mingi roll,16,77.0,2020-05-06,,,
20189,3418,7307,34912064115,Sergey,Koitla,,,,Rein,Mingi roll,37,251.0,2022-01-13,,,
20190,3418,11516,34912064115,Sergey,Koitla,,,,Rein,Mingi roll,34,329.0,2006-05-06,,,
20191,3418,16516,34912064115,Sergey,Koitla,,,,Rein,Mingi roll,48,234.0,2015-08-21,,,
20192,3418,21516,34912064115,Sergey,Koitla,,,,Rein,Mingi roll,37,274.0,2016-04-28,246.0,2017-02-15,
20193,3420,7308,32603125382,Vladimir,Põldmaa,,,,Andres,Mingi roll,12,84.0,2024-02-08,,,
20194,3420,7309,32603125382,Vladimir,Põldmaa,,,,Andres,Mingi roll,43,237.0,2009-07-28,280.0,2018-12-25,
20195,3420,7310,32603125382,Vladimir,Põldmaa,,,,Andres,Mingi roll,39,64.0,2015-05-27,170.0,2024-04-12,
20196,3420,11518,32603125382,Vladimir,Põldmaa,,,,Andres,Mingi roll,4,156.0,2013-05-16,,,
20197,3420,16518,32603125382,Vladimir,Põldmaa,,,,Andres,Mingi roll,49,202.0,2022-12-01,,,
20198,3420,21518,32603125382,Vladimir,Põldmaa,,,,Andres,Mingi roll,16,2.0,2006-08-13,334.0,2018-10-13,
20199,3421,7311,34004045316,Ants,Pukk,,,,Siim,Mingi roll,39,10.0,2005-02-12,,,
20200,3421,7312,34004045316,Ants,Pukk,,,,Siim,Mingi roll,7,199.0,2001-09-06,195.0,2010-07-18,
20201,3421,7313,34004045316,Ants,Pukk,,,,Siim,Mingi roll,42,246.0,2017-11-24,249.0,2023-12-09,
20202,3421,11519,34004045316,Ants,Pukk,,,,Siim,Mingi roll,46,184.0,2007-03-07,,,
20203,3421,16519,34004045316,Ants,Pukk,,,,Siim,Mingi roll,12,318.0,2023-12-25,,,
20204,3421,21519,34004045316,Ants,Pukk,,,,Siim,Mingi roll,28,80.0,2023-11-17,216.0,2024-12-31,
20205,3425,7314,49007132294,Nina,Luht,,,,Aivar,Mingi roll,50,257.0,2025-04-27,98.0,2025-04-28,2025-04-28
20206,3425,11523,49007132294,Nina,Luht,,,,Aivar,Mingi roll,37,234.0,2014-05-29,,,
20207,3425,16523,49007132294,Nina,Luht,,,,Aivar,Mingi roll,4,284.0,2005-01-16,126.0,2015-08-04,
20208,3425,21523,49007132294,Nina,Luht,,,,Aivar,Mingi roll,5,44.0,2010-01-04,,,
20209,4358,7315,52003166816,Andrei,Novikov,,,,Jüri,Mingi roll,28,182.0,2000-11-19,223.0,2003-03-20,
20210,4358,12456,52003166816,Andrei,Novikov,,,,Jüri,Mingi roll,23,74.0,2018-08-25,275.0,2022-12-16,
20211,4358,17456,52003166816,Andrei,Novikov,,,,Jüri,Mingi roll,33,20.0,2008-02-22,108.0,2016-12-29,
20212,4358,22456,52003166816,Andrei,Novikov,,,,Jüri,Mingi roll,31,309.0,2020-05-28,,,
20213,4554,7316,49304148659,Eve,Holm,,,,Jaanus,Mingi roll,21,22.0,2013-03-18,149.0,2015-07-09,2015-07-09
20214,4554,12652,49304148659,Eve,Holm,,,,Jaanus,Mingi roll,34,25.0,2017-03-19,,,
20215,4554,17652,49304148659,Eve,Holm,,,,Jaanus,Mingi roll,27,241.0,2022-04-29,,,
20216,4554,22652,49304148659,Eve,Holm,,,,Jaanus,Mingi roll,7,278.0,2017-02-08,100.0,2019-12-08,
20217,3434,7317,51503057519,Tiit,Orav,,,,Juri,Mingi roll,1,192.0,2013-06-13,276.0,2020-01-11,
20218,3434,11532,51503057519,Tiit,Orav,,,,Juri,Mingi roll,21,233.0,2000-05-19,104.0,2003-08-30,
20219,3434,16532,51503057519,Tiit,Orav,,,,Juri,Mingi roll,49,138.0,2016-10-18,298.0,2016-12-22,
20220,3434,21532,51503057519,Tiit,Orav,,,,Juri,Mingi roll,16,263.0,2006-03-07,126.0,2018-10-06,
20221,4149,7318,51912162458,Tiit,Raadik,,,,Roman,Mingi roll,24,79.0,2015-06-21,,,
20222,4149,12247,51912162458,Tiit,Raadik,,,,Roman,Mingi roll,7,286.0,2023-08-30,,,
20223,4149,17247,51912162458,Tiit,Raadik,,,,Roman,Mingi roll,27,250.0,2017-03-24,,,
20224,4149,22247,51912162458,Tiit,Raadik,,,,Roman,Mingi roll,33,316.0,2005-08-27,,,
20225,3444,7319,46107036290,Jekaterina,Mironov,,,,Siim,Mingi roll,30,282.0,2010-01-22,,,
20226,3444,11542,46107036290,Jekaterina,Mironov,,,,Siim,Mingi roll,20,152.0,2017-07-05,260.0,2021-04-24,
20227,3444,16542,46107036290,Jekaterina,Mironov,,,,Siim,Mingi roll,31,100.0,2000-04-16,,,
20228,3444,21542,46107036290,Jekaterina,Mironov,,,,Siim,Mingi roll,42,3.0,2006-03-15,338.0,2021-11-09,
20229,3445,7320,47808035020,Merike,Täht,,,,Maksim,Mingi roll,31,83.0,2024-01-15,,,
20230,3445,11543,47808035020,Merike,Täht,,,,Maksim,Mingi roll,14,236.0,2014-01-14,117.0,2018-10-26,
20231,3445,16543,47808035020,Merike,Täht,,,,Maksim,Mingi roll,37,9.0,2011-05-26,122.0,2023-11-12,
20232,3445,21543,47808035020,Merike,Täht,,,,Maksim,Mingi roll,30,336.0,2003-06-17,65.0,2024-09-04,
20233,3455,7321,43603163275,Ljubov,Põllu,,,,Marko,Mingi roll,31,61.0,2003-12-07,,,
20234,3455,7322,43603163275,Ljubov,Põllu,,,,Marko,Mingi roll,45,212.0,2001-10-23,311.0,2002-02-25,
20235,3455,11553,43603163275,Ljubov,Põllu,,,,Marko,Mingi roll,33,201.0,2020-03-18,,,
20236,3455,16553,43603163275,Ljubov,Põllu,,,,Marko,Mingi roll,4,250.0,2010-03-13,,,
20237,3455,21553,43603163275,Ljubov,Põllu,,,,Marko,Mingi roll,42,166.0,2019-04-09,,,
20238,3456,7323,36110064865,Jaanus,Roos,,,,Kristjan,Mingi roll,7,49.0,2001-02-11,340.0,2016-08-21,
20239,3456,11554,36110064865,Jaanus,Roos,,,,Kristjan,Mingi roll,3,23.0,2007-02-02,,,
20240,3456,16554,36110064865,Jaanus,Roos,,,,Kristjan,Mingi roll,3,108.0,2020-12-22,189.0,2024-08-15,
20241,3456,21554,36110064865,Jaanus,Roos,,,,Kristjan,Mingi roll,22,157.0,2013-09-27,,,
20242,3461,7324,35910251536,Aivar,Järv,,,,Ivan,Mingi roll,42,317.0,2021-04-02,328.0,2022-11-03,
20243,3461,7325,35910251536,Aivar,Järv,,,,Ivan,Mingi roll,22,190.0,2023-02-11,36.0,2023-07-04,
20244,3461,11559,35910251536,Aivar,Järv,,,,Ivan,Mingi roll,46,190.0,2013-07-29,,,
20245,3461,16559,35910251536,Aivar,Järv,,,,Ivan,Mingi roll,40,309.0,2007-03-27,,,
20246,3461,21559,35910251536,Aivar,Järv,,,,Ivan,Mingi roll,26,340.0,2020-01-10,274.0,2024-10-20,
20247,4455,7326,38102059626,Aleksei,Andreev,,,,Kristjan,Mingi roll,12,148.0,2009-01-18,189.0,2021-06-18,
20248,4455,7327,38102059626,Aleksei,Andreev,,,,Kristjan,Mingi roll,23,252.0,2011-07-27,304.0,2018-06-22,
20249,4455,12553,38102059626,Aleksei,Andreev,,,,Kristjan,Mingi roll,47,315.0,2003-08-10,,,
20250,4455,17553,38102059626,Aleksei,Andreev,,,,Kristjan,Mingi roll,33,222.0,2011-08-04,150.0,2024-09-18,
20251,4455,22553,38102059626,Aleksei,Andreev,,,,Kristjan,Mingi roll,38,338.0,2017-05-01,,,
20252,3462,7328,49111013198,Natalia,Pavlov,,,,Jaanus,Mingi roll,33,145.0,2011-11-02,,,
20253,3462,11560,49111013198,Natalia,Pavlov,,,,Jaanus,Mingi roll,30,176.0,2018-01-13,,,
20254,3462,16560,49111013198,Natalia,Pavlov,,,,Jaanus,Mingi roll,36,21.0,2020-04-06,284.0,2021-06-12,
20255,3462,21560,49111013198,Natalia,Pavlov,Vana-Natalia,Vana-Pavlov,OLD-2600,Jaanus,Mingi roll,3,222.0,2013-04-12,302.0,2021-02-08,
20256,3467,7329,36604191290,Mihkel,Karpov,,,,Nikolai,Mingi roll,23,323.0,2017-07-07,,,
20257,3467,7330,36604191290,Mihkel,Karpov,,,,Nikolai,Mingi roll,6,63.0,2002-04-07,146.0,2023-06-29,
20258,3467,7331,36604191290,Mihkel,Karpov,,,,Nikolai,Mingi roll,15,154.0,2004-12-15,252.0,2019-03-29,
20259,3467,11565,36604191290,Mihkel,Karpov,Vana-Mihkel,Vana-Karpov,OLD-3884,Nikolai,Mingi roll,47,160.0,2017-09-14,28.0,2024-03-19,
20260,3467,16565,36604191290,Mihkel,Karpov,,,,Nikolai,Mingi roll,14,231.0,2004-12-02,,,
20261,3467,21565,36604191290,Mihkel,Karpov,,,,Nikolai,Mingi roll,38,157.0,2024-08-10,,,
20262,3468,7332,47707145690,Tatjana,Ilves,,,,Toomas,Mingi roll,36,45.0,2019-10-10,,,
20263,3468,7333,47707145690,Tatjana,Ilves,,,,Toomas,Mingi roll,20,339.0,2024-12-05,155.0,2025-04-06,
20264,3468,11566,47707145690,Tatjana,Ilves,,,,Toomas,Mingi roll,6,258.0,2011-04-17,97.0,2011-09-12,
20265,3468,16566,47707145690,Tatjana,Ilves,,,,Toomas,Mingi roll,18,204.0,2001-12-07,,,
20266,3468,21566,47707145690,Tatjana,Ilves,,,,Toomas,Mingi roll,48,268.0,2004-04-25,,,
20267,3634,7334,45907304194,Maria,Pärnpuu,,,,Kristjan,Mingi roll,36,243.0,2024-12-08,310.0,2025-02-08,
20268,3634,11732,45907304194,Maria,Pärnpuu,,,,Kristjan,Mingi roll,28,284.0,2013-12-01,41.0,2016-02-13,
20269,3634,16732,45907304194,Maria,Pärnpuu,,,,Kristjan,Mingi roll,36,28.0,2012-08-05,,,
20270,3634,21732,45907304194,Maria,Pärnpuu,,,,Kristjan,Mingi roll,8,97.0,2000-09-19,,,
20271,3472,7335,60007304051,Maie,Žuravljov,,,,Roman,Mingi roll,25,58.0,2004-01-31,,,
20272,3472,11570,60007304051,Maie,Žuravljov,,,,Roman,Mingi roll,23,284.0,2010-05-10,273.0,2012-11-06,
20273,3472,16570,60007304051,Maie,Žuravljov,,,,Roman,Mingi roll,13,344.0,2023-02-24,30.0,2023-04-02,
20274,3472,21570,60007304051,Maie,Žuravljov,,,,Roman,Mingi roll,34,97.0,2018-12-02,,,
20275,3475,7336,46607291818,Anu,Anissimov,,,,Jaanus,Mingi roll,27,129.0,2006-04-09,,,
20276,3475,7337,46607291818,Anu,Anissimov,,,,Jaanus,Mingi roll,13,100.0,2016-09-30,,,
20277,3475,7338,46607291818,Anu,Anissimov,,,,Jaanus,Mingi roll,47,133.0,2010-02-22,179.0,2023-04-03,
20278,3475,11573,46607291818,Anu,Anissimov,,,,Jaanus,Mingi roll,7,293.0,2014-10-23,176.0,2024-02-27,2024-02-27
20279,3475,16573,46607291818,Anu,Anissimov,,,,Jaanus,Mingi roll,24,20.0,2010-11-22,345.0,2017-08-30,
20280,3475,21573,46607291818,Anu,Anissimov,,,,Jaanus,Mingi roll,34,86.0,2024-10-28,,,
20281,3478,7339,47312041847,Kristina,Kirss,,,,Aleksandr,Mingi roll,38,78.0,2021-06-03,338.0,2021-08-30,
20282,3478,7340,47312041847,Kristina,Kirss,,,,Aleksandr,Mingi roll,24,102.0,2017-07-08,,,
20283,3478,7341,47312041847,Kristina,Kirss,,,,Aleksandr,Mingi roll,38,265.0,2007-05-01,,,
20284,3478,11576,47312041847,Kristina,Kirss,,,,Aleksandr,Mingi roll,43,29.0,2011-08-23,292.0,2018-11-12,
20285,3478,16576,47312041847,Kristina,Kirss,Vana-Kristina,Vana-Kirss,OLD-8239,Aleksandr,Mingi roll,4,146.0,2001-08-27,,,
20286,3478,21576,47312041847,Kristina,Kirss,,,,Aleksandr,Mingi roll,21,325.0,2024-10-01,,,
20287,3480,7342,35507175837,Mati,Nazarov,,,,Aleksandr,Mingi roll,12,269.0,2023-01-05,,,
20288,3480,7343,35507175837,Mati,Nazarov,,,,Aleksandr,Mingi roll,39,92.0,2007-07-15,,,
20289,3480,11578,35507175837,Mati,Nazarov,,,,Aleksandr,Mingi roll,21,286.0,2008-02-09,,,
20290,3480,16578,35507175837,Mati,Nazarov,,,,Aleksandr,Mingi roll,6,217.0,2020-12-10,,,
20291,3480,21578,35507175837,Mati,Nazarov,,,,Aleksandr,Mingi roll,3,166.0,2013-08-26,,,
20292,3978,7344,44504019575,Merike,Laane,,,,Indrek,Mingi roll,45,299.0,2021-05-09,134.0,2022-10-16,
20293,3978,12076,44504019575,Merike,Laane,Vana-Merike,Vana-Laane,OLD-5291,Indrek,Mingi roll,30,249.0,2001-11-24,,,
20294,3978,17076,44504019575,Merike,Laane,,,,Indrek,Mingi roll,6,256.0,2022-07-27,209.0,2024-05-15,
20295,3978,22076,44504019575,Merike,Laane,,,,Indrek,Mingi roll,20,209.0,2002-11-30,,,
20296,3731,7345,60709148800,Maie,Laine,,,,Igor,Mingi roll,10,118.0,2019-01-21,,,
20297,3731,7346,60709148800,Maie,Laine,,,,Igor,Mingi roll,26,294.0,2021-06-05,,,
20298,3731,11829,60709148800,Maie,Laine,Vana-Maie,Vana-Laine,OLD-5246,Igor,Mingi roll,34,340.0,2009-02-27,260.0,2018-06-19,2018-06-19
20299,3731,16829,60709148800,Maie,Laine,,,,Igor,Mingi roll,9,290.0,2012-11-16,,,
20300,3731,21829,60709148800,Maie,Laine,,,,Igor,Mingi roll,6,249.0,2021-04-17,,,
20301,3843,7347,51203287698,Mati,Lipp,,,,Andres,Mingi roll,22,78.0,2002-04-11,151.0,2002-08-27,
20302,3843,11941,51203287698,Mati,Lipp,,,,Andres,Mingi roll,19,45.0,2014-03-09,,,
20303,3843,16941,51203287698,Mati,Lipp,,,,Andres,Mingi roll,46,270.0,2016-07-17,,,
20304,3843,21941,51203287698,Mati,Lipp,,,,Andres,Mingi roll,38,44.0,2012-01-15,253.0,2021-12-11,
20305,4409,7348,44209118870,Ene,Jaanson,,,,Aleksei,Mingi roll,10,309.0,2010-11-10,322.0,2021-07-13,2021-07-13
20306,4409,12507,44209118870,Ene,Jaanson,Vana-Ene,Vana-Jaanson,OLD-1959,Aleksei,Mingi roll,38,195.0,2005-09-28,,,
20307,4409,17507,44209118870,Ene,Jaanson,,,,Aleksei,Mingi roll,18,172.0,2005-03-19,,,
20308,4409,22507,44209118870,Ene,Jaanson,,,,Aleksei,Mingi roll,9,3.0,2018-11-10,66.0,2024-04-20,
20309,3481,7349,37909209344,Tõnu,Ott,,,,Marko,Mingi roll,47,6.0,2007-12-12,,,
20310,3481,11579,37909209344,Tõnu,Ott,,,,Marko,Mingi roll,2,208.0,2007-06-29,270.0,2024-05-30,
20311,3481,16579,37909209344,Tõnu,Ott,,,,Marko,Mingi roll,43,156.0,2009-10-13,64.0,2013-11-10,
20312,3481,21579,37909209344,Tõnu,Ott,,,,Marko,Mingi roll,7,255.0,2001-08-14,,,
20313,4449,7350,38205303386,Sander,Pettai,,,,Andres,Mingi roll,49,124.0,2010-01-23,47.0,2017-11-03,
20314,4449,12547,38205303386,Sander,Pettai,,,,Andres,Mingi roll,27,107.0,2009-12-18,,,
20315,4449,17547,38205303386,Sander,Pettai,,,,Andres,Mingi roll,1,281.0,2009-11-22,,,
